Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	1	5.1298	0.15569	0.55654	-5.1298	0.84631	1	4.9978	0.31936	0.64141	1	4.9978	0.26347	0.68339	0	NA	NA	NA
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide	3	7.1697	0.085828	0.48772	-7.1697	0.9501	1	6.8815	0.4012	0.70678	3	6.8815	0.37924	0.75848	0	NA	NA	NA
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	3	5.6449	0.13373	0.5503	-5.6449	0.90619	1	5.2535	0.5509	0.8161	3	5.2535	0.56687	0.87516	0	NA	NA	NA
(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate	2	4.0923	0.19162	0.58847	-4.0923	0.82236	1	3.7626	0.63473	0.84387	2	3.7626	0.57485	0.87516	0	NA	NA	NA
Fumarate	6	10.511	0.027944	0.30315	-5.178	0.89421	1	9.3182	0.50699	0.7862	5	10.424	0.27345	0.68533	1	-0.48412	0.95808	0.99634
5-phosphoribosyl-5-carboxyaminoimidazole	2	2.827	0.26547	0.7066	-2.827	0.7505	1	2.3867	0.78443	0.89276	2	2.3867	0.74052	0.92122	0	NA	NA	NA
(S)-2-Acetolactate	2	-3.0099	0.71457	1	3.0099	0.32934	0.83325	2.5819	0.77445	0.88703	0	NA	NA	NA	2	2.5819	0.77844	0.90858
S-Adenosyl-L-homocysteine	12	-17.485	1	1	47.654	0.001996	0.044661	25.823	0.021956	0.18305	2	6.5695	0.33733	0.72185	10	25.349	0.051896	0.2775
S-Adenosyl-L-methionine	13	-18.562	1	1	51.172	0.001996	0.044661	28.371	0.007984	0.10801	3	6.0856	0.46707	0.83659	10	29.015	0.013972	0.16267
2,5-Diamino-6-hydroxy-4-(5-phosphoribosylamino)-pyrimidine	3	9.9154	0.041916	0.37515	-2.373	0.71058	1	14.286	0.095808	0.37464	1	21.273	0.025948	0.31379	2	2.4547	0.78842	0.90858
3,4-dihydroxy-2-butanone 4-phosphate	4	7.6712	0.073852	0.45256	-1.1392	0.69661	1	13.099	0.18962	0.52091	1	21.273	0.025948	0.31379	3	2.8435	0.85429	0.943
2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5-phosphate	3	9.9154	0.041916	0.37515	-2.373	0.71058	1	14.286	0.095808	0.37464	1	21.273	0.025948	0.31379	2	2.4547	0.78842	0.90858
Glycine betaine	5	-8.0708	0.96008	1	8.0708	0.22555	0.70214	7.3767	0.60679	0.84387	0	NA	NA	NA	5	7.3767	0.69661	0.87568
Putrescine	5	-0.82701	0.56487	0.99207	0.82701	0.57685	1	1.6982	0.96607	0.98671	3	0.35361	0.97605	0.98946	2	2.2519	0.80439	0.90858
Spermidine	5	-0.82701	0.56487	0.99207	0.82701	0.57685	1	1.6982	0.96607	0.98671	3	0.35361	0.97605	0.98946	2	2.2519	0.80439	0.90858
2-Deoxy-D-ribose 1-phosphate	4	-11.963	0.998	1	31.558	0.003992	0.062137	31.933	0.001996	0.043368	1	0.045729	0.85429	0.93661	3	36.847	0.003992	0.078084
alpha-D-Ribose 1-phosphate	4	-11.963	0.998	1	31.558	0.003992	0.062137	31.933	0.001996	0.043368	1	0.045729	0.85429	0.93661	3	36.847	0.003992	0.078084
Melibiose	3	-13.955	1	1	29.04	0.001996	0.044661	23.616	0.011976	0.12628	0	NA	NA	NA	3	23.616	0.015968	0.16975
Raffinose	2	-11.286	0.99601	1	20.524	0.005988	0.062137	13.881	0.091816	0.37464	0	NA	NA	NA	2	13.881	0.16766	0.44318
3-Dehydroquinate	1	-8.2095	1	1	21.273	0.10379	0.45314	20.462	0.043912	0.26682	0	NA	NA	NA	1	20.462	0.0499	0.27417
PQQ (Pyrroloquinoline-quinone) oxidized form	1	-8.2095	1	1	21.273	0.10379	0.45314	20.462	0.043912	0.26682	0	NA	NA	NA	1	20.462	0.0499	0.27417
PQQ (pyrroloquinoline-quinone) reduced form	1	-8.2095	1	1	21.273	0.10379	0.45314	20.462	0.043912	0.26682	0	NA	NA	NA	1	20.462	0.0499	0.27417
Quinate	1	-8.2095	1	1	21.273	0.10379	0.45314	20.462	0.043912	0.26682	0	NA	NA	NA	1	20.462	0.0499	0.27417
Dihydroxyacetone	5	-1.4332	0.60679	1	7.7962	0.24152	0.70295	15.538	0.12575	0.41549	2	6.4577	0.34531	0.72992	3	14.787	0.12575	0.37725
(R)-Pantothenate	1	-1.2135	0.60279	1	1.2135	0.3992	0.91906	0.75567	0.77246	0.88616	0	NA	NA	NA	1	0.75567	0.80639	0.90858
(R)-4-Phosphopantothenoyl-L-cysteine	1	-1.2135	0.60279	1	1.2135	0.3992	0.91906	0.75567	0.77246	0.88616	0	NA	NA	NA	1	0.75567	0.80639	0.90858
N-((R)-Pantothenoyl)-L-cysteine	1	-1.2135	0.60279	1	1.2135	0.3992	0.91906	0.75567	0.77246	0.88616	0	NA	NA	NA	1	0.75567	0.80639	0.90858
Pantetheine	1	-1.2135	0.60279	1	1.2135	0.3992	0.91906	0.75567	0.77246	0.88616	0	NA	NA	NA	1	0.75567	0.80639	0.90858
Propanoyl-CoA	3	-14.219	1	1	36.847	0.001996	0.044661	30.228	0.001996	0.043368	0	NA	NA	NA	3	30.228	0.003992	0.078084
Deoxyribose	3	-8.9142	0.97804	1	23.999	0.007984	0.080515	15.046	0.083832	0.37464	1	0.44691	0.79042	0.93661	2	18.111	0.055888	0.2775
D-Ribose	9	-4.3784	0.81038	1	18.291	0.0499	0.35028	23.912	0.013972	0.1411	4	9.4869	0.25749	0.68339	5	23.595	0.025948	0.21506
L-Fucose	1	-8.2095	1	1	21.273	0.10379	0.45314	12.45	0.0998	0.37464	0	NA	NA	NA	1	12.45	0.10579	0.36175
Flavodoxin reduced	3	-0.67911	0.55888	0.99207	8.2216	0.19561	0.64246	12.96	0.13772	0.42748	2	4.4815	0.51297	0.86888	1	16.109	0.061876	0.28817
Flavodoxin semi oxidized	3	-0.67911	0.55888	0.99207	8.2216	0.19561	0.64246	12.96	0.13772	0.42748	2	4.4815	0.51297	0.86888	1	16.109	0.061876	0.28817
5,6-dihydrouracil	2	-11.61	1	1	30.085	0.005988	0.062137	18.393	0.01996	0.17668	0	NA	NA	NA	2	18.393	0.047904	0.27417
(R)-5,6-Dihydrothymine	2	-11.61	1	1	30.085	0.005988	0.062137	18.393	0.01996	0.17668	0	NA	NA	NA	2	18.393	0.047904	0.27417
L-Leucyl-tRNA(Leu)	1	3.7328	0.21557	0.61987	-3.7328	0.78643	1	3.5545	0.43912	0.74964	1	3.5545	0.38523	0.75984	0	NA	NA	NA
tRNA(Leu)	1	3.7328	0.21557	0.61987	-3.7328	0.78643	1	3.5545	0.43912	0.74964	1	3.5545	0.38523	0.75984	0	NA	NA	NA
1D-myo-Inositol 1-phosphate	3	-1.8275	0.6487	1	1.8275	0.41916	0.9263	5.6405	0.52295	0.79272	2	2.1352	0.77645	0.93661	1	6.75	0.22754	0.51936
Deoxyguanosine	4	4.3034	0.15369	0.55654	4.5067	0.39122	0.9154	20.774	0.017964	0.16304	2	13.165	0.05988	0.38922	2	16.214	0.10579	0.36175
2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	3	3.8218	0.22156	0.6295	-3.8218	0.81637	1	3.0856	0.75649	0.87625	3	3.0856	0.79242	0.93661	0	NA	NA	NA
Glycolaldehyde	2	1.9468	0.32136	0.77692	-1.9468	0.69062	1	3.239	0.69261	0.8493	1	3.8103	0.36527	0.75188	1	0.77036	0.80639	0.90858
7,8-Dihydromonapterin	1	3.9783	0.20359	0.60237	-3.9783	0.8004	1	3.8103	0.42315	0.73631	1	3.8103	0.36527	0.75188	0	NA	NA	NA
2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate	2	1.8676	0.32934	0.78866	-1.8676	0.68064	1	1.0848	0.89421	0.94705	2	1.0848	0.88822	0.93661	0	NA	NA	NA
L-Malate	4	-3.5844	0.72854	1	10.116	0.18563	0.63593	4.3406	0.76846	0.88616	1	1.2559	0.66467	0.87536	3	4.287	0.73653	0.90493
Phenylacetaldehyde	2	-7.2924	0.94212	1	7.2924	0.17764	0.6235	7.1035	0.31737	0.64141	0	NA	NA	NA	2	7.1035	0.39521	0.63781
Phenylethyl alcohol	2	-7.2924	0.94212	1	7.2924	0.17764	0.6235	7.1035	0.31737	0.64141	0	NA	NA	NA	2	7.1035	0.39521	0.63781
N-Acetyl-D-muramoate	3	-4.8688	0.84431	1	4.8688	0.27146	0.73622	4.1503	0.67265	0.8493	0	NA	NA	NA	3	4.1503	0.74251	0.90546
N-Acetyl-D-muramoyl-L-alanine	3	-4.8688	0.84431	1	4.8688	0.27146	0.73622	4.1503	0.67265	0.8493	0	NA	NA	NA	3	4.1503	0.74251	0.90546
Lipoteichoic acid (n=25 with glucose residues, LRE specific)	4	1.7554	0.30739	0.75373	-1.7554	0.74251	1	7.4756	0.49501	0.78148	3	5.1683	0.57285	0.87516	1	5.9994	0.25349	0.52199
Diglucosyl-diacylglycerol	3	2.6547	0.30539	0.7514	-2.6547	0.73253	1	1.8704	0.88623	0.94701	3	1.8704	0.87824	0.93661	0	NA	NA	NA
Lipoteichoic acid specific for L.reuteri	2	-2.9749	0.71457	1	2.9749	0.32934	0.83325	5.3603	0.45709	0.75632	1	1.5812	0.6008	0.87516	1	5.9994	0.25349	0.52199
capsular polysaccharide linkage unit, LRE specific	5	5.8806	0.13573	0.55217	-5.8806	0.90619	1	5.6884	0.71856	0.8493	4	6.4408	0.53293	0.87421	1	-0.16208	0.93812	0.99634
1,5-Diaminopentane	1	-0.53658	0.55489	0.99207	0.53658	0.44711	0.96702	-0.23156	0.89421	0.94705	0	NA	NA	NA	1	-0.23156	0.94611	0.99634
1-lysyl-phosphatidyl glycerol	1	0.0022062	0.51297	0.97031	-0.0022062	0.48902	0.99472	-2.9182	0.99002	0.99557	1	-2.9182	1	1	0	NA	NA	NA
4-Hydroxy-benzyl alcohol	1	-8.2095	1	1	21.273	0.10379	0.45314	12.967	0.093812	0.37464	0	NA	NA	NA	1	12.967	0.0998	0.35622
Guanosine	5	-13.713	1	1	31.24	0.001996	0.044661	26.026	0.003992	0.068149	0	NA	NA	NA	5	26.026	0.015968	0.16975
Xanthosine	5	-13.713	1	1	31.24	0.001996	0.044661	26.026	0.003992	0.068149	0	NA	NA	NA	5	26.026	0.015968	0.16975
Nicotinamide-beta-riboside	1	-1.9698	0.66866	1	1.9698	0.33333	0.84038	1.656	0.65868	0.8493	0	NA	NA	NA	1	1.656	0.68663	0.86985
Nicotinate D-ribonucleoside	2	-7.1979	0.93812	1	16.435	0.053892	0.37103	16.214	0.053892	0.29497	0	NA	NA	NA	2	16.214	0.10579	0.36175
Protoheme	1	0.7941	0.42116	0.91378	-0.7941	0.58283	1	0.18367	0.84032	0.9298	1	0.18367	0.83633	0.93661	0	NA	NA	NA
Protoporphyrin	1	0.7941	0.42116	0.91378	-0.7941	0.58283	1	0.18367	0.84032	0.9298	1	0.18367	0.83633	0.93661	0	NA	NA	NA
K+	2	-0.16316	0.48303	0.95539	0.16316	0.53094	1	-0.15257	0.97206	0.9872	1	-0.30106	0.88623	0.93661	1	0.085296	0.90818	0.98909
Reduced riboflavin	2	-11.61	1	1	30.085	0.005988	0.062137	16.344	0.047904	0.27478	0	NA	NA	NA	2	16.344	0.095808	0.34704
6-Phospho-D-gluconate	3	-0.23134	0.51896	0.97271	0.23134	0.52295	1	2.8218	0.78244	0.8919	2	1.3524	0.86028	0.93661	1	2.9749	0.4511	0.67665
6-phospho-D-glucono-1,5-lactone	2	-1.6265	0.61078	1	1.6265	0.41717	0.9263	2.3229	0.79242	0.89899	1	0.3102	0.82036	0.93661	1	2.9749	0.4511	0.67665
Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-lactate	2	-4.1721	0.80639	1	4.1721	0.25948	0.72011	3.8593	0.62675	0.84387	0	NA	NA	NA	2	3.8593	0.63074	0.81812
Undecaprenyl phosphate	5	-6.4323	0.91218	1	6.4323	0.29541	0.77762	8.132	0.54291	0.80761	1	2.1727	0.54092	0.87516	4	8.0055	0.55689	0.76279
Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine	2	-4.1721	0.80639	1	4.1721	0.25948	0.72011	3.8593	0.62675	0.84387	0	NA	NA	NA	2	3.8593	0.63074	0.81812
Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	1	-2.8781	0.73453	1	2.8781	0.26946	0.73622	2.652	0.51697	0.79001	0	NA	NA	NA	1	2.652	0.51497	0.7278
Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine	1	-3.0222	0.7485	1	3.0222	0.25349	0.7174	2.8058	0.501	0.78542	0	NA	NA	NA	1	2.8058	0.48703	0.70046
L-Isoleucyl-tRNA(Ile)	1	4.6391	0.16766	0.56097	-4.6391	0.83433	1	4.4937	0.36327	0.67479	1	4.4937	0.29741	0.68734	0	NA	NA	NA
tRNA(Ile)	1	4.6391	0.16766	0.56097	-4.6391	0.83433	1	4.4937	0.36327	0.67479	1	4.4937	0.29741	0.68734	0	NA	NA	NA
ADPribose	1	0.44393	0.45709	0.92975	-0.44393	0.54691	1	-0.40454	0.91018	0.95689	1	-0.40454	0.9002	0.93661	0	NA	NA	NA
5-Methylthioadenosine	1	-0.23195	0.53693	0.99207	0.23195	0.46707	0.98305	-0.9024	0.95609	0.98544	0	NA	NA	NA	1	-0.9024	0.97804	0.99634
5-Methylthio-D-ribose	1	-0.23195	0.53693	0.99207	0.23195	0.46707	0.98305	-0.9024	0.95609	0.98544	0	NA	NA	NA	1	-0.9024	0.97804	0.99634
S-Ribosyl-L-homocysteine	2	4.5569	0.17764	0.57554	-4.5569	0.83832	1	4.0104	0.61477	0.84387	1	6.5739	0.17764	0.6332	1	-0.9024	0.97804	0.99634
Isocitrate	1	1.2629	0.38723	0.86372	-1.2629	0.61477	1	0.81819	0.75449	0.87536	1	0.81819	0.74052	0.92122	0	NA	NA	NA
4-Phospho-L-aspartate	2	12.118	0.01996	0.2464	-9.664	0.99202	1	11.988	0.12974	0.42092	2	11.988	0.071856	0.43342	0	NA	NA	NA
O-Acetyl-L-serine	3	0.39068	0.47904	0.95539	7.1518	0.20758	0.65766	12.74	0.14172	0.43798	2	5.9556	0.37924	0.75848	1	13.643	0.081836	0.33528
Succinyl-CoA	4	-6.3564	0.91617	1	19.42	0.033932	0.25574	21.831	0.011976	0.12628	1	7.1822	0.1517	0.6332	3	21.062	0.025948	0.21506
2,3,4,5-Tetrahydrodipicolinate	2	11.932	0.01996	0.2464	-10.95	0.998	1	11.815	0.13573	0.42748	2	11.815	0.077844	0.43526	0	NA	NA	NA
2,3-Dihydrodipicolinate	2	11.427	0.025948	0.29029	-10.445	0.99601	1	11.303	0.1477	0.44311	2	11.303	0.08982	0.45908	0	NA	NA	NA
L-Aspartate 4-semialdehyde	3	13.278	0.013972	0.20842	-11.275	0.998	1	13.102	0.13772	0.42748	3	13.102	0.083832	0.45887	0	NA	NA	NA
D-Gluconate	3	-2.8122	0.71058	1	10.355	0.15968	0.6114	9.4968	0.2475	0.59154	2	1.8513	0.80838	0.93661	1	13.831	0.071856	0.31943
(D)-Glycerate	1	-8.2095	1	1	21.273	0.10379	0.45314	12.413	0.1018	0.37623	0	NA	NA	NA	1	12.413	0.10579	0.36175
dTDP-6-deoxy-L-mannose	1	1.6018	0.36527	0.82176	-1.6018	0.63673	1	1.2308	0.70858	0.8493	1	1.2308	0.67066	0.87536	0	NA	NA	NA
dTDP-4-dehydro-6-deoxy-L-mannose	2	-1.8807	0.62275	1	1.8807	0.40719	0.9216	3.7723	0.63473	0.84387	1	1.2308	0.67066	0.87536	1	4.104	0.36327	0.61045
dTDP-4-dehydro-6-deoxy-D-glucose	2	-5.8606	0.90619	1	5.8606	0.19361	0.64246	5.6317	0.41517	0.72604	0	NA	NA	NA	2	5.6317	0.47106	0.68966
dTDPglucose	3	0.09404	0.49701	0.96677	-0.094037	0.54291	1	7.8734	0.33134	0.65446	1	7.0456	0.15569	0.6332	2	4.6609	0.5489	0.75397
UDP-D-galacto-1,4-furanose	2	3.6678	0.20559	0.60577	-3.6678	0.80838	1	3.281	0.69062	0.8493	2	3.281	0.62874	0.87516	0	NA	NA	NA
alpha-D galactose	2	-11.61	1	1	30.085	0.005988	0.062137	22.381	0.003992	0.068149	0	NA	NA	NA	2	22.381	0.01996	0.19138
O-Phospho-L-serine	2	-4.6667	0.85429	1	13.904	0.08982	0.45314	10.524	0.16567	0.48091	1	1.2403	0.67066	0.87536	1	13.643	0.081836	0.33528
2-Demethylmenaquinone 7	1	7.4383	0.07984	0.46476	-7.4384	0.92216	1	7.3461	0.20958	0.55978	1	7.3461	0.14571	0.616	0	NA	NA	NA
Menaquinol	1	7.4383	0.07984	0.46476	-7.4384	0.92216	1	7.3461	0.20958	0.55978	1	7.3461	0.14571	0.616	0	NA	NA	NA
Demethylmenaquinol	2	5.2217	0.1517	0.55654	-5.2218	0.87226	1	3.9789	0.61477	0.84387	1	7.3461	0.14571	0.616	1	-1.7192	0.99401	0.998
1-Aminopropan-2-ol	2	-8.3295	0.96407	1	17.567	0.02994	0.23819	8.6284	0.24351	0.5859	0	NA	NA	NA	2	8.6284	0.2994	0.53433
5-Amino-4-oxopentanoate	3	-8.0253	0.96407	1	8.0253	0.1976	0.64311	7.7663	0.33733	0.66083	0	NA	NA	NA	3	7.7663	0.45908	0.68028
Methylglyoxal	1	-3.5701	0.76846	1	3.5701	0.23553	0.70295	3.3843	0.4511	0.75551	0	NA	NA	NA	1	3.3843	0.42914	0.66507
Acetol cytosol	1	-3.5701	0.76846	1	3.5701	0.23553	0.70295	3.3843	0.4511	0.75551	0	NA	NA	NA	1	3.3843	0.42914	0.66507
(R)-Propane-1,2-diol	4	-14.099	1	1	33.695	0.001996	0.044661	33.602	0.001996	0.043368	0	NA	NA	NA	4	33.602	0.001996	0.057415
Aminoacetone	1	-3.5701	0.76846	1	3.5701	0.23553	0.70295	3.3843	0.4511	0.75551	0	NA	NA	NA	1	3.3843	0.42914	0.66507
Phosphatidylglycerol	1	0.57314	0.44311	0.92975	-0.57314	0.55888	1	-0.1676	0.88423	0.94701	1	-0.1676	0.87026	0.93661	0	NA	NA	NA
Glycerophosphoglycoglycerolipid	1	0.57314	0.44311	0.92975	-0.57314	0.55888	1	-0.1676	0.88423	0.94701	1	-0.1676	0.87026	0.93661	0	NA	NA	NA
Mg	1	-0.6484	0.56487	0.99207	0.6484	0.43713	0.95709	-0.041936	0.87425	0.94701	0	NA	NA	NA	1	-0.041936	0.92216	0.99634
L-methionine-R-sulfoxide	2	-3.7479	0.78443	1	12.985	0.11178	0.48212	8.085	0.25549	0.59283	1	2.6853	0.46707	0.83659	1	8.7486	0.16766	0.44318
L-Methionine Sulfoxide	3	-4.0053	0.80439	1	11.548	0.12774	0.53488	9.3458	0.25749	0.59362	1	2.6853	0.46707	0.83659	2	9.5474	0.26547	0.52199
Orotidine 5-phosphate	2	18.931	0.001996	0.095276	-11.61	1	1	18.857	0.017964	0.16304	2	18.857	0.003992	0.07984	0	NA	NA	NA
Orotate	2	18.526	0.001996	0.095276	-11.61	1	1	18.45	0.017964	0.16304	2	18.45	0.007984	0.12974	0	NA	NA	NA
(S)-Dihydroorotate	2	19.927	0.001996	0.095276	-11.61	1	1	19.855	0.00998	0.12554	2	19.855	0.001996	0.061054	0	NA	NA	NA
Hydrogen peroxide	1	11.279	0.021956	0.26645	-8.2095	1	1	11.218	0.11577	0.40689	1	11.218	0.075848	0.43342	0	NA	NA	NA
N-Carbamoyl-L-aspartate	2	21.202	0.001996	0.095276	-11.61	1	1	21.135	0.005988	0.089446	2	21.135	0.001996	0.061054	0	NA	NA	NA
Propane-1,3-diol	1	-8.2095	1	1	21.273	0.10379	0.45314	18.237	0.047904	0.27478	0	NA	NA	NA	1	18.237	0.057884	0.2775
Propanal	6	-20.109	1	1	52.109	0.001996	0.044661	50.869	0.001996	0.043368	0	NA	NA	NA	6	50.869	0.001996	0.057415
1-Propanol	2	-11.61	1	1	30.085	0.005988	0.062137	27.938	0.001996	0.043368	0	NA	NA	NA	2	27.938	0.00998	0.12513
Folate	1	1.1702	0.38922	0.86547	-1.1702	0.61277	1	0.7001	0.78244	0.8919	1	0.7001	0.76647	0.93661	0	NA	NA	NA
Glycyl-tRNA(Gly)	2	3.4601	0.21557	0.61987	-3.4601	0.7984	1	3.0901	0.6986	0.8493	2	3.0901	0.65269	0.87516	0	NA	NA	NA
tRNA(Gly)	2	3.4601	0.21557	0.61987	-3.4601	0.7984	1	3.0901	0.6986	0.8493	2	3.0901	0.65269	0.87516	0	NA	NA	NA
Undecaprenol	1	-6.111	0.86228	1	6.111	0.13972	0.5652	5.9994	0.26747	0.60496	0	NA	NA	NA	1	5.9994	0.25349	0.52199
Biotin	1	6.3314	0.10978	0.51041	-6.3314	0.89222	1	6.2236	0.25549	0.59283	1	6.2236	0.19361	0.6332	0	NA	NA	NA
Apo-[carboxylase]	1	6.3314	0.10978	0.51041	-6.3314	0.89222	1	6.2236	0.25549	0.59283	1	6.2236	0.19361	0.6332	0	NA	NA	NA
Biotinyl-5-AMP	1	6.3314	0.10978	0.51041	-6.3314	0.89222	1	6.2236	0.25549	0.59283	1	6.2236	0.19361	0.6332	0	NA	NA	NA
Holo-[carboxylase]	1	6.3314	0.10978	0.51041	-6.3314	0.89222	1	6.2236	0.25549	0.59283	1	6.2236	0.19361	0.6332	0	NA	NA	NA
N(omega)-(L-Arginino)succinate	2	29.147	0.001996	0.095276	-11.61	1	1	29.122	0.001996	0.043368	2	29.122	0.001996	0.061054	0	NA	NA	NA
(S)-3-Hydroxybutyryl-CoA	1	-8.2095	1	1	21.273	0.10379	0.45314	21.273	0.043912	0.26682	0	NA	NA	NA	1	21.273	0.047904	0.27417
(S)-3-Hydroxyhexadecanoyl-CoA	1	-8.2095	1	1	21.273	0.10379	0.45314	21.273	0.043912	0.26682	0	NA	NA	NA	1	21.273	0.047904	0.27417
(S)-3-Hydroxyoctadecanoyl-CoA	1	-8.2095	1	1	21.273	0.10379	0.45314	21.273	0.043912	0.26682	0	NA	NA	NA	1	21.273	0.047904	0.27417
(S)-3-Hydroxytetradecanoyl-CoA	1	-8.2095	1	1	21.273	0.10379	0.45314	21.273	0.043912	0.26682	0	NA	NA	NA	1	21.273	0.047904	0.27417
Trans-Hexadec-2-enoyl-CoA	1	-8.2095	1	1	21.273	0.10379	0.45314	21.273	0.043912	0.26682	0	NA	NA	NA	1	21.273	0.047904	0.27417
Trans-Octadec-2-enoyl-CoA	1	-8.2095	1	1	21.273	0.10379	0.45314	21.273	0.043912	0.26682	0	NA	NA	NA	1	21.273	0.047904	0.27417
Trans-Tetradec-2-enoyl-CoA	1	-8.2095	1	1	21.273	0.10379	0.45314	21.273	0.043912	0.26682	0	NA	NA	NA	1	21.273	0.047904	0.27417
L-Histidyl-tRNA(His)	1	4.305	0.18762	0.58847	-4.305	0.81637	1	4.149	0.4012	0.70678	1	4.149	0.33134	0.71923	0	NA	NA	NA
tRNA(His)	1	4.305	0.18762	0.58847	-4.305	0.81637	1	4.149	0.4012	0.70678	1	4.149	0.33134	0.71923	0	NA	NA	NA
(R)-5-Phosphomevalonate	2	-7.1397	0.93812	1	7.1397	0.17764	0.6235	6.9435	0.32934	0.65412	0	NA	NA	NA	2	6.9435	0.4012	0.64323
(R)-5-Diphosphomevalonate	2	-5.6607	0.9002	1	5.6607	0.19561	0.64246	5.4244	0.4511	0.75551	0	NA	NA	NA	2	5.4244	0.48104	0.698
O-Succinylbenzoyl-CoA	2	-5.1237	0.87425	1	5.1237	0.21557	0.67696	4.8635	0.50499	0.78542	0	NA	NA	NA	2	4.8635	0.52894	0.74325
o-Succinylbenzoate	1	-3.3827	0.75649	1	3.3827	0.24551	0.70881	3.1874	0.47106	0.7622	0	NA	NA	NA	1	3.1874	0.43912	0.66576
1,4-Dihydroxy-2-naphthoate	3	-5.1563	0.86028	1	5.1563	0.26148	0.72285	3.9551	0.69062	0.8493	0	NA	NA	NA	3	3.9551	0.76048	0.90858
1,4-Dihydroxy-2-naphthoyl-CoA	2	-6.2772	0.91417	1	6.2772	0.18962	0.64246	6.0597	0.37924	0.69544	0	NA	NA	NA	2	6.0597	0.44112	0.66576
4-(1-D-Ribitylamino)-5-aminouracil	5	2.57	0.2994	0.74907	-2.57	0.77046	1	7.3191	0.60878	0.84387	2	8.0907	0.23154	0.67294	3	2.8429	0.85429	0.943
6,7-Dimethyl-8-(1-D-ribityl)lumazine	2	-2.4224	0.65669	1	2.4224	0.37525	0.8956	1.8917	0.83832	0.9298	0	NA	NA	NA	2	1.8917	0.8503	0.943
5-Amino-6-(5-phosphoribitylamino)uracil	4	3.7892	0.18363	0.58436	-3.7892	0.8523	1	7.4562	0.49701	0.78148	2	8.0907	0.23154	0.67294	2	2.454	0.78842	0.90858
5-Amino-6-(5-phosphoribosylamino)uracil	1	-1.5941	0.63673	1	1.5941	0.36527	0.88655	1.2217	0.71058	0.8493	0	NA	NA	NA	1	1.2217	0.75449	0.90858
3-Phospho-D-glyceroyl phosphate	2	-0.9144	0.55689	0.99207	0.9144	0.46307	0.98095	-0.064855	0.96806	0.9872	0	NA	NA	NA	2	-0.064855	0.97006	0.99634
adenine ribotide phosphate (7-(5-phospho-α-D-ribosyl)adenine)	2	-6.7201	0.93214	1	6.7201	0.17764	0.6235	6.5133	0.34331	0.6689	0	NA	NA	NA	2	6.5133	0.42116	0.66507
Hydroxymethylbilane	3	-9.7402	0.99002	1	17.283	0.023952	0.19712	10.444	0.21158	0.55978	0	NA	NA	NA	3	10.444	0.28743	0.52199
Uroporphyrinogen III	3	-9.3434	0.98204	1	16.886	0.031936	0.24587	10.036	0.23154	0.5859	0	NA	NA	NA	3	10.036	0.32335	0.56674
Co-alpha-[alpha-(adenin-9-yl)]-Co-beta-adenosylcobamide 5-phosphate	2	-5.5551	0.89222	1	5.5551	0.1976	0.64311	5.3146	0.45709	0.75632	0	NA	NA	NA	2	5.3146	0.48503	0.69964
Pseudo Coenzyme B12 (Co-alpha-[alpha-(adenin-7-yl)]-Co-beta-adenosylcobamide)	1	-3.9576	0.77844	1	3.9576	0.22355	0.69897	3.7888	0.42715	0.73798	0	NA	NA	NA	1	3.7888	0.39321	0.63781
Adenosine-GDP-cobinamide	2	-5.7389	0.9002	1	5.7389	0.19561	0.64246	5.5053	0.44511	0.75551	0	NA	NA	NA	2	5.5053	0.47505	0.69343
Adenosyl cobinamide	4	-6.9915	0.94411	1	20.055	0.031936	0.24587	20.35	0.017964	0.16304	1	6.5509	0.18363	0.6332	3	19.717	0.037924	0.27272
Adenosyl cobinamide phosphate	2	-8.7873	0.97206	1	18.025	0.025948	0.20875	9.1051	0.22954	0.5859	0	NA	NA	NA	2	9.1051	0.28144	0.52199
L-Glutamate 1-semialdehyde	2	-7.5668	0.9501	1	7.5668	0.17764	0.6235	7.3874	0.29341	0.62058	0	NA	NA	NA	2	7.3874	0.36926	0.61839
