Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
adenylosuccinate lyase	1	3.5075	0.22156	0.70017	-3.5075	0.78044	1	3.3186	0.41916	0.72864	1	3.3186	0.44112	0.81899	0	NA	NA	NA
adenylosuccinate synthetase	1	-0.40593	0.53892	1	0.40593	0.46307	0.98869	-0.48115	0.93014	0.96922	0	NA	NA	NA	1	-0.48115	0.9501	0.99292
alanine racemase	1	1.3142	0.39321	0.87735	-1.3142	0.60878	1	0.88236	0.75449	0.86228	1	0.88236	0.74052	0.87283	0	NA	NA	NA
alcohol dehydrogenase (D-glyceraldehyde to glycerol, NADP)	1	11.063	0.033932	0.38223	-8.2095	1	1	11.001	0.10379	0.43597	1	11.001	0.055888	0.38894	0	NA	NA	NA
alcohol dehydrogenase (L-glyceraldehyde to glycerol, NADP)	1	11.063	0.033932	0.38223	-8.2095	1	1	11.001	0.10379	0.43597	1	11.001	0.055888	0.38894	0	NA	NA	NA
alcohol dehydrogenase (ethanol: NAD)	5	-1.2245	0.58683	1	7.9314	0.24152	0.7636	11.561	0.2994	0.61534	2	7.4952	0.26747	0.72626	3	8.8054	0.38723	0.68786
alcohol dehydrogenase (glycerol)	1	-1.3781	0.62275	1	1.3781	0.37924	0.88705	0.96136	0.73653	0.84958	0	NA	NA	NA	1	0.96136	0.8004	0.91817
alcohol dehydrogenase (propanol)	2	-11.61	1	1	30.085	0.007984	0.19774	27.938	0.003992	0.198	0	NA	NA	NA	2	27.938	0.005988	0.28011
aldehyde dehydrogenase	2	-5.0718	0.83633	1	14.309	0.0998	0.50089	15.414	0.05988	0.43597	1	0.52507	0.81836	0.92174	1	21.273	0.067864	0.39724
aldehyde dehydrogenase (D-glyceraldehyde, NAD)	1	1.0369	0.41916	0.90534	-1.0369	0.58283	1	0.52507	0.8004	0.88616	1	0.52507	0.81836	0.92174	0	NA	NA	NA
aldehyde dehydrogenase (acetaldehyde, NAD)	1	1.0369	0.41916	0.90534	-1.0369	0.58283	1	0.52507	0.8004	0.88616	1	0.52507	0.81836	0.92174	0	NA	NA	NA
aldose 1-epimerase	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
aldose reductase (acetol)	1	-3.5701	0.77645	1	3.5701	0.22555	0.73189	3.3843	0.40918	0.7197	0	NA	NA	NA	1	3.3843	0.49102	0.79221
aldose reductase (methylglyoxal)	1	-3.5701	0.77645	1	3.5701	0.22555	0.73189	3.3843	0.40918	0.7197	0	NA	NA	NA	1	3.3843	0.49102	0.79221
alkaline phosphatase	4	3.3689	0.25349	0.70017	-2.7869	0.75449	1	5.7955	0.64072	0.80305	2	6.4577	0.33134	0.776	2	1.7384	0.83633	0.93099
alpha-glucosidase	1	-7.3372	0.88423	1	7.3372	0.11776	0.54347	7.2439	0.17964	0.49501	0	NA	NA	NA	1	7.2439	0.24551	0.61523
alpha-glucoside glucohydrolase	1	-7.3372	0.88423	1	7.3372	0.11776	0.54347	7.2439	0.17964	0.49501	0	NA	NA	NA	1	7.2439	0.24551	0.61523
apolipoprotein N-acyl transferase	1	7.2763	0.087824	0.5724	-7.2763	0.91617	1	7.1822	0.17964	0.49501	1	7.1822	0.16766	0.58816	0	NA	NA	NA
arabinose reductase	1	11.063	0.033932	0.38223	-8.2095	1	1	11.001	0.10379	0.43597	1	11.001	0.055888	0.38894	0	NA	NA	NA
arginine deiminase	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
argininosuccinate lyase	1	21.273	0.013972	0.38223	-8.2095	1	1	21.273	0.037924	0.36174	1	21.273	0.013972	0.25732	0	NA	NA	NA
argininosuccinate synthase	1	19.946	0.017964	0.38223	-8.2095	1	1	19.911	0.03992	0.3622	1	19.911	0.01996	0.33932	0	NA	NA	NA
aromatic amino acid aminotransferase - phenylalanine	4	11.128	0.027944	0.38223	-6.0653	0.93014	1	15.005	0.10379	0.43597	2	18.686	0.013972	0.25732	2	2.5343	0.7525	0.8874
aromatic amino acid aminotransferase - tryptophan	5	11.29	0.03992	0.38223	-6.7619	0.93413	1	14.66	0.13772	0.44551	3	16.857	0.025948	0.36997	2	2.5343	0.7525	0.8874
aromatic amino acid aminotransferase - tyrosine	4	11.128	0.027944	0.38223	-6.0653	0.93014	1	15.005	0.10379	0.43597	2	18.686	0.013972	0.25732	2	2.5343	0.7525	0.8874
aryl-alcohol dehydrogenase	2	-7.2924	0.9501	1	7.2924	0.1976	0.69255	7.1035	0.3014	0.61774	0	NA	NA	NA	2	7.1035	0.39122	0.68913
asparagine synthase (glutamine-hydrolysing)	1	1.2685	0.40319	0.89425	-1.2685	0.6008	1	0.82522	0.75848	0.86286	1	0.82522	0.7485	0.87756	0	NA	NA	NA
asparagine synthetase	1	9.1638	0.051896	0.38948	-8.2095	1	1	9.0887	0.13373	0.44551	1	9.0887	0.095808	0.42347	0	NA	NA	NA
aspartase racemase	1	4.95	0.16367	0.70017	-4.95	0.83832	1	4.8134	0.28942	0.61173	1	4.8134	0.2994	0.72712	0	NA	NA	NA
aspartate carbamoyltransferase	1	13.082	0.023952	0.38223	-8.2095	1	1	13.029	0.07984	0.43597	1	13.029	0.043912	0.38894	0	NA	NA	NA
aspartate kinase	1	5.4575	0.14571	0.70017	-5.4575	0.85629	1	5.333	0.25948	0.59038	1	5.333	0.26347	0.72626	0	NA	NA	NA
aspartate transaminase	6	11.009	0.027944	0.38223	0.38103	0.60279	1	21.522	0.015968	0.36174	3	22.685	0.003992	0.22056	3	7.7522	0.46108	0.77029
aspartate-semialdehyde dehydrogenase	1	11.68	0.031936	0.38223	-8.2095	1	1	11.621	0.0998	0.43597	1	11.621	0.0499	0.38894	0	NA	NA	NA
b-phosphoglucomutase	1	-2.8518	0.72854	1	2.8518	0.27345	0.8127	2.6238	0.499	0.73516	0	NA	NA	NA	1	2.6238	0.57884	0.85807
beta-galactosidase	2	-11.61	1	1	30.085	0.007984	0.19774	30.085	0.003992	0.198	0	NA	NA	NA	2	30.085	0.003992	0.21008
beta-ketoacyl-ACP synthase III	1	1.0312	0.41916	0.90534	-1.0312	0.58283	1	0.51737	0.8004	0.88616	1	0.51737	0.82236	0.92174	0	NA	NA	NA
betaine (glycine betaine) transport in/out via proton symport	1	-5.8918	0.85828	1	5.8918	0.14371	0.58994	5.7762	0.24152	0.57515	0	NA	NA	NA	1	5.7762	0.2994	0.63024
bis(5'-nucleosyl)-tetraphosphatase	1	0.21151	0.49301	0.97423	-0.21151	0.50898	1	-0.96404	0.96208	0.98322	1	-0.96404	0.96208	0.98048	0	NA	NA	NA
carbamoyl-phosphate synthase (glutamine-hydrolysing)	4	12.796	0.015968	0.38223	13.064	0.0998	0.50089	31.928	0.001996	0.1485	2	29.683	0.001996	0.22056	2	15.47	0.11377	0.42016
choline transport in/out via proton symport	1	-5.8918	0.85828	1	5.8918	0.14371	0.58994	5.7762	0.24152	0.57515	0	NA	NA	NA	1	5.7762	0.2994	0.63024
choline transport via ABC system	4	-6.0775	0.89421	1	6.0775	0.32735	0.86016	5.3593	0.69661	0.81362	0	NA	NA	NA	4	5.3593	0.74451	0.8874
choloylglycine hydrolase	1	1.5049	0.37325	0.83532	-1.5049	0.62874	1	1.1154	0.71257	0.82708	1	1.1154	0.71657	0.84685	0	NA	NA	NA
cob(I)alamin adenosyltransferase	2	-1.1002	0.60479	1	10.338	0.16367	0.62685	19.675	0.015968	0.36174	1	6.5509	0.18962	0.58816	1	21.273	0.067864	0.39724
cobalt transport in/out via permease (no H+)	1	-0.6484	0.55489	1	0.6484	0.44711	0.97134	-0.041936	0.87625	0.93399	0	NA	NA	NA	1	-0.041936	0.91417	0.98431
cobalt-precorrin 5A hydrolase	1	-8.2095	1	1	21.273	0.1018	0.50089	9.3928	0.12774	0.43597	0	NA	NA	NA	1	9.3928	0.17565	0.48018
cobalt-precorrin-5B (C1)-methyltransferase	1	-8.2095	1	1	21.273	0.1018	0.50089	8.7321	0.14571	0.46727	0	NA	NA	NA	1	8.7321	0.18762	0.49062
cobalt-precorrin-6B (C15)-methyltransferase / cobalt-precorrin-7 (C5)-methyltransferase	2	-11.61	1	1	30.085	0.007984	0.19774	13.375	0.10579	0.43597	0	NA	NA	NA	2	13.375	0.1497	0.44698
cyclic pyranopterin monophosphate synthase	1	-1.2409	0.61677	1	1.2409	0.38523	0.8889	0.79036	0.75848	0.86286	0	NA	NA	NA	1	0.79036	0.82635	0.92771
cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase	1	-8.2095	1	1	21.273	0.1018	0.50089	13.401	0.07984	0.43597	0	NA	NA	NA	1	13.401	0.10379	0.39724
cyclopropane fatty acid synthase (n18:0)	1	2.2275	0.31936	0.79626	-2.2275	0.68463	1	1.9446	0.58483	0.80305	1	1.9446	0.6008	0.84666	0	NA	NA	NA
cystathionine beta-lyase	2	11.39	0.037924	0.38223	-10.522	0.99002	1	11.266	0.15369	0.47844	2	11.266	0.10978	0.46657	0	NA	NA	NA
cystathionine g-lyase	1	6.6705	0.095808	0.57408	-6.6705	0.90818	1	6.568	0.20559	0.52563	1	6.568	0.18762	0.58816	0	NA	NA	NA
cystathionine gamma/beta-lyase	1	6.6705	0.095808	0.57408	-6.6705	0.90818	1	6.568	0.20559	0.52563	1	6.568	0.18762	0.58816	0	NA	NA	NA
cysteine synthase	2	-4.6667	0.81437	1	13.904	0.11577	0.54347	10.524	0.17964	0.49501	1	1.2403	0.71257	0.84666	1	13.643	0.0998	0.39724
cytidine deaminase	1	-2.2032	0.69261	1	2.2032	0.31138	0.86016	1.9176	0.58882	0.80305	0	NA	NA	NA	1	1.9176	0.66667	0.8874
cytidine kinase (ATP)	1	4.3687	0.18563	0.70017	-4.3687	0.81637	1	4.2148	0.33533	0.6514	1	4.2148	0.36327	0.79884	0	NA	NA	NA
cytidine kinase (GTP)	1	4.3687	0.18563	0.70017	-4.3687	0.81637	1	4.2148	0.33533	0.6514	1	4.2148	0.36327	0.79884	0	NA	NA	NA
cytidine kinase (ITP)	1	4.3687	0.18563	0.70017	-4.3687	0.81637	1	4.2148	0.33533	0.6514	1	4.2148	0.36327	0.79884	0	NA	NA	NA
cytidylate kinase (CMP)	1	-1.9284	0.65868	1	1.9284	0.34331	0.86016	1.609	0.63473	0.80305	0	NA	NA	NA	1	1.609	0.71657	0.8874
cytidylate kinase (dCMP)	1	-1.9284	0.65868	1	1.9284	0.34331	0.86016	1.609	0.63473	0.80305	0	NA	NA	NA	1	1.609	0.71657	0.8874
dTDP-4-dehydrorhamnose 3,5-epimerase	1	-4.2616	0.81836	1	4.2616	0.18563	0.67942	4.104	0.34731	0.66769	0	NA	NA	NA	1	4.104	0.41717	0.72274
dTDP-4-dehydrorhamnose reductase	1	1.6018	0.36527	0.81993	-1.6018	0.63673	1	1.2308	0.69661	0.81362	1	1.2308	0.71257	0.84666	0	NA	NA	NA
dTDPglucose 4,6-dehydratase	1	-4.0266	0.8004	1	4.0266	0.2016	0.70322	3.8604	0.36327	0.68079	0	NA	NA	NA	1	3.8604	0.44112	0.74883
dTMP kinase	1	2.5087	0.29541	0.76477	-2.5087	0.70659	1	2.2534	0.53693	0.77268	1	2.2534	0.54491	0.83339	0	NA	NA	NA
dUTP diphosphatase	1	3.7256	0.21557	0.70017	-3.7256	0.78643	1	3.547	0.39721	0.71039	1	3.547	0.42315	0.81899	0	NA	NA	NA
deoxyadenosine kinase	2	13.284	0.027944	0.38223	-10.062	0.98802	1	13.165	0.10978	0.43597	2	13.165	0.073852	0.38894	0	NA	NA	NA
deoxycytidine deaminase	1	-2.2032	0.69261	1	2.2032	0.31138	0.86016	1.9176	0.58882	0.80305	0	NA	NA	NA	1	1.9176	0.66667	0.8874
deoxyguanosine kinase	2	13.284	0.027944	0.38223	-10.062	0.98802	1	13.165	0.10978	0.43597	2	13.165	0.073852	0.38894	0	NA	NA	NA
deoxyinosine kinase	2	13.284	0.027944	0.38223	-10.062	0.98802	1	13.165	0.10978	0.43597	2	13.165	0.073852	0.38894	0	NA	NA	NA
deoxyribose transport in via proton symporter	1	-8.2095	1	1	21.273	0.1018	0.50089	12.45	0.087824	0.43597	0	NA	NA	NA	1	12.45	0.12375	0.43041
deoxyribose-phosphate aldolase	2	-3.8456	0.76647	1	13.083	0.14172	0.58994	16.837	0.035928	0.36174	1	2.5372	0.51697	0.81899	1	21.273	0.067864	0.39724
deoxyuridine kinase (ATP:Deoxyuridine)	1	8.394	0.05988	0.43619	-8.2095	1	1	8.3121	0.15369	0.47844	1	8.3121	0.11776	0.48483	0	NA	NA	NA
diaminohydroxyphosphoribosylaminopyrimidine deaminase	1	-1.5941	0.63074	1	1.5941	0.37126	0.87849	1.2217	0.69661	0.81362	0	NA	NA	NA	1	1.2217	0.76647	0.89139
diaminopimelate decarboxylase	1	9.6374	0.047904	0.38223	-8.2095	1	1	9.5659	0.12575	0.43597	1	9.5659	0.07984	0.38894	0	NA	NA	NA
diaminopimelate epimerase	1	6.6843	0.093812	0.57408	-6.6843	0.90818	1	6.5821	0.20559	0.52563	1	6.5821	0.18762	0.58816	0	NA	NA	NA
dihydoorotic acid dehydrogenase (NAD)	1	11.279	0.031936	0.38223	-8.2095	1	1	11.218	0.10379	0.43597	1	11.218	0.051896	0.38894	0	NA	NA	NA
dihydrodipicolinate reductase (NADPH)	1	9.5986	0.047904	0.38223	-8.2095	1	1	9.5269	0.12575	0.43597	1	9.5269	0.07984	0.38894	0	NA	NA	NA
dihydrodipicolinate synthase	1	6.5614	0.1018	0.59555	-6.5614	0.9002	1	6.4573	0.21357	0.54231	1	6.4573	0.19561	0.59219	0	NA	NA	NA
dihydrofolate reductase	1	1.1702	0.41118	0.90534	-1.1702	0.59281	1	0.7001	0.76846	0.86589	1	0.7001	0.78443	0.90764	0	NA	NA	NA
dihydrofolate synthase	3	6.3004	0.10579	0.60213	-6.3004	0.92615	1	5.9681	0.49501	0.73516	3	5.9681	0.46108	0.81899	0	NA	NA	NA
dihydrolipoamide dehydrogenase	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
dihydroneopterin aldolase	1	3.9783	0.2016	0.70017	-3.9783	0.8004	1	3.8103	0.37325	0.69105	1	3.8103	0.40918	0.81899	0	NA	NA	NA
dihydroorotase	1	16.902	0.01996	0.38223	-8.2095	1	1	16.861	0.057884	0.43597	1	16.861	0.031936	0.38894	0	NA	NA	NA
dihydropteroate synthase	1	0.47786	0.47505	0.95796	-0.47786	0.52894	1	-0.33915	0.91417	0.96201	1	-0.33915	0.91417	0.9501	0	NA	NA	NA
dihydrouracil dehydrogenase (NADP)	2	-11.61	1	1	30.085	0.007984	0.19774	18.393	0.021956	0.36174	0	NA	NA	NA	2	18.393	0.045908	0.39724
dimethylallyltranstransferase	2	-2.997	0.72455	1	2.997	0.31337	0.86016	5.2571	0.43513	0.73244	1	1.4871	0.67864	0.84666	1	5.9477	0.28743	0.62697
diphosphomevalonate decarboxylase	1	-3.9279	0.78643	1	3.9279	0.21557	0.73189	3.7578	0.38124	0.70035	0	NA	NA	NA	1	3.7578	0.45309	0.76301
enolase	1	-8.2095	1	1	21.273	0.1018	0.50089	8.4926	0.1517	0.47844	0	NA	NA	NA	1	8.4926	0.19162	0.49702
exopolyphosphatase	3	-1.1259	0.59281	1	1.1259	0.46707	0.99151	6.1482	0.47505	0.73516	1	4.4865	0.33533	0.776	2	4.3576	0.58483	0.86089
farnesyltranstransferase	2	-2.997	0.72455	1	2.997	0.31337	0.86016	5.2571	0.43513	0.73244	1	1.4871	0.67864	0.84666	1	5.9477	0.28743	0.62697
fatty-acyl-ACP hydrolase	1	0.53751	0.46707	0.95796	-0.53751	0.53493	1	-0.2299	0.89621	0.94983	1	-0.2299	0.8982	0.94978	0	NA	NA	NA
flavin reductase	2	-11.61	1	1	30.085	0.007984	0.19774	16.344	0.043912	0.38436	0	NA	NA	NA	2	16.344	0.081836	0.39724
formate-tetrahydrofolate ligase	1	5.5685	0.13573	0.70017	-5.5685	0.86627	1	5.4464	0.25749	0.58763	1	5.4464	0.2495	0.70242	0	NA	NA	NA
formylmethionine deformylase	2	1.18	0.41916	0.90534	-1.18	0.58483	1	0.38384	0.91617	0.96275	1	1.5417	0.66667	0.84666	1	-0.99883	0.97206	0.99292
fructokinase	1	5.5149	0.14371	0.70017	-5.5149	0.86028	1	5.3917	0.25749	0.58763	1	5.3917	0.25749	0.72031	0	NA	NA	NA
fructose-bisphosphate aldolase	1	-8.2095	1	1	21.273	0.1018	0.50089	16.457	0.061876	0.43597	0	NA	NA	NA	1	16.457	0.083832	0.39724
fumarase	1	-0.40449	0.53892	1	0.40449	0.46307	0.98869	-0.48412	0.93214	0.96994	0	NA	NA	NA	1	-0.48412	0.9521	0.99292
fumarate reductase	1	0.43764	0.47705	0.95796	-0.43764	0.52495	1	-0.41696	0.92814	0.96922	1	-0.41696	0.92216	0.9501	0	NA	NA	NA
galactokinase	1	-8.2095	1	1	21.273	0.1018	0.50089	10.379	0.10978	0.43597	0	NA	NA	NA	1	10.379	0.14172	0.43549
galactose transport in/out via proton symport	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
galactose-1-phosphate uridylyltransferase	1	-8.2095	1	1	21.273	0.1018	0.50089	12.872	0.083832	0.43597	0	NA	NA	NA	1	12.872	0.11577	0.42381
gammaglutamyl-gamma-aminobutyrate hydrolase	1	9.6268	0.047904	0.38223	-8.2095	1	1	9.5553	0.12575	0.43597	1	9.5553	0.07984	0.38894	0	NA	NA	NA
geranyltranstransferase	2	-2.997	0.72455	1	2.997	0.31337	0.86016	5.2571	0.43513	0.73244	1	1.4871	0.67864	0.84666	1	5.9477	0.28743	0.62697
glucokinase	1	-0.90193	0.58882	1	0.90193	0.41317	0.92634	0.33957	0.82435	0.90593	0	NA	NA	NA	1	0.33957	0.87226	0.9588
gluconokinase	1	1.7928	0.3493	0.81871	-1.7928	0.65269	1	1.4538	0.65469	0.80756	1	1.4538	0.67864	0.84666	0	NA	NA	NA
glucosamine-1-phosphate N-acetyltransferase	1	5.8614	0.12974	0.68855	-5.8614	0.87226	1	5.7452	0.24351	0.57515	1	5.7452	0.23952	0.67864	0	NA	NA	NA
glucosamine-6-phosphate deaminase	1	-3.4859	0.77445	1	3.4859	0.22754	0.73189	3.296	0.42914	0.73244	0	NA	NA	NA	1	3.296	0.49701	0.79559
glucose 6-phosphate dehydrogenase	1	0.88121	0.43114	0.92316	-0.88121	0.57086	1	0.3102	0.82834	0.90715	1	0.3102	0.86028	0.93977	0	NA	NA	NA
glucose-1-phosphate phosphodismutase	1	-2.8518	0.72854	1	2.8518	0.27345	0.8127	2.6238	0.499	0.73516	0	NA	NA	NA	1	2.6238	0.57884	0.85807
glucose-1-phosphate thymidylyltransferase	2	2.9624	0.27146	0.73343	-2.9624	0.73852	1	6.9132	0.31337	0.63529	1	7.0456	0.17365	0.58816	1	2.7311	0.56287	0.85543
glucose-6-phosphate isomerase	1	-6.4682	0.86627	1	6.4682	0.13772	0.58994	6.3626	0.21756	0.54501	0	NA	NA	NA	1	6.3626	0.26747	0.62697
glutamate 5-kinase	1	4.7199	0.17166	0.70017	-4.7199	0.83034	1	4.5769	0.30339	0.62012	1	4.5769	0.32535	0.77314	0	NA	NA	NA
glutamate decarboxylase	2	-2.1567	0.67066	1	2.1567	0.35529	0.86836	1.5537	0.81637	0.90115	0	NA	NA	NA	2	1.5537	0.8523	0.94178
glutamate-1-semialdehyde aminotransferase	1	-5.3577	0.8483	1	5.3577	0.15569	0.61859	5.231	0.26547	0.5967	0	NA	NA	NA	1	5.231	0.33932	0.6321
glutamate-5-semialdehyde dehydrogenase	1	3.7739	0.21158	0.70017	-3.7739	0.79242	1	3.5974	0.39721	0.71039	1	3.5974	0.41916	0.81899	0	NA	NA	NA
glutamate-cysteine ligase	2	12.508	0.031936	0.38223	-5.4712	0.85629	1	12.567	0.12774	0.43597	1	18.123	0.025948	0.36997	1	-0.34999	0.94411	0.99292
glutaminase	1	-3.0755	0.74651	1	3.0755	0.25549	0.7976	2.8625	0.47705	0.73516	0	NA	NA	NA	1	2.8625	0.5509	0.85543
glutamine phosphoribosyldiphosphate amidotransferase	1	4.1389	0.18962	0.70017	-4.1389	0.81238	1	3.977	0.35729	0.67811	1	3.977	0.38323	0.81899	0	NA	NA	NA
glutamine synthetase	1	4.5661	0.18363	0.70017	-4.5661	0.81836	1	4.4185	0.31537	0.63759	1	4.4185	0.34132	0.78574	0	NA	NA	NA
glutamine-fructose-6-phosphate transaminase	1	2.2234	0.31936	0.79626	-2.2234	0.68263	1	1.9401	0.58483	0.80305	1	1.9401	0.6008	0.84666	0	NA	NA	NA
glutamyl-tRNA reductase	1	-5.3434	0.84232	1	5.3434	0.15968	0.62685	5.2164	0.26547	0.5967	0	NA	NA	NA	1	5.2164	0.33932	0.6321
glutamyl-tRNA(Gln):L-glutamine amido-ligase (ADP-forming)	3	4.4765	0.19361	0.70017	-4.4765	0.83832	1	4.0455	0.68263	0.81362	3	4.0455	0.66667	0.84666	0	NA	NA	NA
glutathione synthase	1	18.161	0.017964	0.38223	-8.2095	1	1	18.123	0.051896	0.43597	1	18.123	0.025948	0.36997	0	NA	NA	NA
glutathione-disulfide reductase	1	-8.2095	1	1	21.273	0.1018	0.50089	18.868	0.041916	0.37573	0	NA	NA	NA	1	18.868	0.073852	0.39724
glyceraldehyde-3-phosphate dehydrogenase (NAD)	1	-0.68707	0.56287	1	0.68707	0.43912	0.96397	0.019962	0.87425	0.93399	0	NA	NA	NA	1	0.019962	0.91018	0.98431
glycerate 2-kinase	1	-8.2095	1	1	21.273	0.1018	0.50089	12.413	0.08982	0.43597	0	NA	NA	NA	1	12.413	0.12575	0.43041
glycerate kinase	1	-8.2095	1	1	21.273	0.1018	0.50089	12.413	0.08982	0.43597	0	NA	NA	NA	1	12.413	0.12575	0.43041
glycerol dehydratase	5	-18.357	1	1	47.569	0.001996	0.19774	47.569	0.001996	0.1485	0	NA	NA	NA	5	47.569	0.001996	0.16806
glycerol kinase	1	1.65	0.35928	0.81993	-1.65	0.64271	1	1.2875	0.68463	0.81362	1	1.2875	0.70259	0.84666	0	NA	NA	NA
glycerol transport in/out via diffusion reversible	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
glycerol-3-phosphate acyltransferase PlsX	2	2.4445	0.31138	0.79503	-2.4445	0.7006	1	1.9428	0.78643	0.87944	2	1.9428	0.78842	0.90981	0	NA	NA	NA
glycerol-3-phosphate cytidylyltransferase	1	-1.8753	0.65669	1	1.8753	0.34531	0.86016	1.5485	0.64271	0.80305	0	NA	NA	NA	1	1.5485	0.72455	0.8874
glycerol-3-phosphate dehydrogenase (NAD)	1	-1.3405	0.61876	1	1.3405	0.38323	0.88705	0.91502	0.74251	0.85252	0	NA	NA	NA	1	0.91502	0.81836	0.92593
glycine betaine transport via ABC system	4	-6.0775	0.89421	1	6.0775	0.32735	0.86016	5.3593	0.69661	0.81362	0	NA	NA	NA	4	5.3593	0.74451	0.8874
glycine hydroxymethyltransferase	1	1.8327	0.34531	0.81709	-1.8327	0.65868	1	1.4997	0.6487	0.80305	1	1.4997	0.67465	0.84666	0	NA	NA	NA
guanine phosphoribosyltransferase	2	7.391	0.10778	0.60213	-7.391	0.93613	1	7.2043	0.29741	0.61464	2	7.2043	0.28942	0.72626	0	NA	NA	NA
guanosine 3'-diphosphate 5'-triphosphate 5'-phosphohydrolase	3	-1.1259	0.59281	1	1.1259	0.46707	0.99151	6.1482	0.47505	0.73516	1	4.4865	0.33533	0.776	2	4.3576	0.58483	0.86089
guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	1	-1.9189	0.65868	1	1.9189	0.34531	0.86016	1.5983	0.63872	0.80305	0	NA	NA	NA	1	1.5983	0.72255	0.8874
guanylate kinase (GMP:ATP)	1	3.8072	0.20958	0.70017	-3.8072	0.79242	1	3.6322	0.39721	0.71039	1	3.6322	0.41517	0.81899	0	NA	NA	NA
histidinol-phosphatase (PHP family)	1	1.7651	0.3493	0.81871	-1.7651	0.65269	1	1.4217	0.65868	0.80849	1	1.4217	0.68064	0.84666	0	NA	NA	NA
homoserine dehydrogenase (NADPH)	1	4.7575	0.16966	0.70017	-4.7575	0.83234	1	4.6156	0.2994	0.61534	1	4.6156	0.31337	0.74871	0	NA	NA	NA
hydrogen selenide:NADP+ oxidoreductase	2	-9.1371	0.97405	1	18.375	0.023952	0.49434	9.8442	0.2016	0.52563	0	NA	NA	NA	2	9.8442	0.26148	0.62697
hydroxyethylthiazole kinase	1	-8.2095	1	1	21.273	0.1018	0.50089	11.302	0.1018	0.43597	0	NA	NA	NA	1	11.302	0.13573	0.43549
hydroxymethylbilane synthase	1	-5.013	0.83832	1	5.013	0.16367	0.62685	4.8779	0.28343	0.60596	0	NA	NA	NA	1	4.8779	0.3493	0.64498
hydroxymethylpyrimidine kinase (ATP)	1	-8.2095	1	1	21.273	0.1018	0.50089	11.509	0.0998	0.43597	0	NA	NA	NA	1	11.509	0.13373	0.43549
hypothetical enzyme	2	2.5383	0.2994	0.77241	-2.5383	0.71257	1	2.0566	0.77844	0.87355	2	2.0566	0.78044	0.90539	0	NA	NA	NA
hypoxanthine phosphoribosyltransferase (Hypoxanthine)	2	7.391	0.10778	0.60213	-7.391	0.93613	1	7.2043	0.29741	0.61464	2	7.2043	0.28942	0.72626	0	NA	NA	NA
inorganic diphosphatase	1	-2.3272	0.69661	1	2.3272	0.30539	0.86016	2.0547	0.57285	0.80305	0	NA	NA	NA	1	2.0547	0.6507	0.8874
isocitrate dehydrogenase (NADP)	1	1.2629	0.40319	0.89425	-1.2629	0.5988	1	0.81819	0.75848	0.86286	1	0.81819	0.7505	0.87757	0	NA	NA	NA
isopentenyl-diphosphate D-isomerase	1	-4.3551	0.82435	1	4.3551	0.17764	0.66662	4.2008	0.33533	0.6514	0	NA	NA	NA	1	4.2008	0.40319	0.70727
lactose transport in/out via proton symport	1	-8.2095	1	1	21.273	0.1018	0.50089	21.273	0.037924	0.36174	0	NA	NA	NA	1	21.273	0.067864	0.39724
levansucrase	1	2.6151	0.29142	0.76477	-2.6151	0.71058	1	2.3689	0.52295	0.7614	1	2.3689	0.53693	0.82998	0	NA	NA	NA
lysine decarboxylase	1	-0.53658	0.54291	1	0.53658	0.45908	0.98869	-0.23156	0.89621	0.94983	0	NA	NA	NA	1	-0.23156	0.93413	0.9906
lysylphosphatidyl-glycerol synthetase	1	0.0022062	0.50699	0.98353	-0.0022062	0.49501	1	-2.9182	0.99401	0.99669	1	-2.9182	1	1	0	NA	NA	NA
magnesium transport in/out via permease (no H+)	1	-0.6484	0.55489	1	0.6484	0.44711	0.97134	-0.041936	0.87625	0.93399	0	NA	NA	NA	1	-0.041936	0.91417	0.98431
malate dehydrogenase	1	-0.17788	0.51697	0.98995	0.17788	0.48503	1	-1.075	0.96607	0.9846	0	NA	NA	NA	1	-1.075	0.97405	0.99292
malolactic enzyme	2	-4.6574	0.81238	1	13.895	0.11776	0.54347	7.241	0.29741	0.61464	1	1.2559	0.70858	0.84666	1	8.9845	0.18164	0.48706
