Rxn name	Formula	Gene-reaction association	LB	UB	Objective
NTR3B	2 h_c + mql7_c + no3_c  -> h2o_c + 2 h_e + mqn7_c + no2_c 		  0.00	1000.00	  0.00
OROt6	h_e + orot_e  <=> h_c + orot_c 		-1000.00	1000.00	  0.00
PABAt	4abz_e  <=> 4abz_c 		-1000.00	1000.00	  0.00
PGGH	h2o_c + 6pgg_c  -> g6p_c + glc__D_c 		  0.00	1000.00	  0.00
PHEt6	h_e + phe__L_e  <=> h_c + phe__L_c 		-1000.00	1000.00	  0.00
PIt6	h_e + pi_e  <=> h_c + pi_c 		-1000.00	1000.00	  0.00
PNTOt2	h_e + pnto__R_e  <=> h_c + pnto__R_c 		-1000.00	1000.00	  0.00
PPDt1	13ppd_c  <=> 13ppd_e 		-1000.00	1000.00	  0.00
PROt6	h_e + pro__L_e  <=> h_c + pro__L_c 		-1000.00	1000.00	  0.00
PYDAMt	h_e + pydam_e  <=> h_c + pydam_c 		-1000.00	1000.00	  0.00
RAFFINt	raffin_e  <=> raffin_c 		-1000.00	1000.00	  0.00
RBLK1	atp_c + rbl__L_c  -> adp_c + h_c + ru5p__L_c 		  0.00	1000.00	  0.00
RBP4E	ru5p__L_c  <=> xu5p__D_c 		-1000.00	1000.00	  0.00
RIBFLVt2	h_e + ribflv_e  -> h_c + ribflv_c 		  0.00	1000.00	  0.00
SERt6	h_e + ser__L_e  <=> h_c + ser__L_c 	or AC5u0009GL001105 or AC5u0009GL001225 or AC5u0009GL001226	-1000.00	1000.00	  0.00
TDPDRE	dtdp4d6dg_c  -> dtdp4d6dm_c 	AC5u0009GL001416	  0.00	1000.00	  0.00
THMabc	atp_c + h2o_c + thm_e  -> adp_c + h_c + pi_c + thm_c 		  0.00	1000.00	  0.00
THRD	nad_c + thr__L_c  -> h_c + nadh_c + 2aobut_c 		  0.00	1000.00	  0.00
TMDPK	atp_c + thm_c  -> amp_c + h_c + thmpp_c 	AC5u0009GL000018	  0.00	1000.00	  0.00
TRPt6	h_e + trp__L_e  <=> h_c + trp__L_c 		-1000.00	1000.00	  0.00
UDCPDP	h2o_c + udcpdp_c  -> h_c + pi_c + udcpp_c 	AC5u0009GL000275 or AC5u0009GL001962	  0.00	1000.00	  0.00
XYLK	atp_c + xylu__D_c  -> adp_c + h_c + xu5p__D_c 		  0.00	1000.00	  0.00
tr_h2s	h2s_e  <=> h2s_c 		-1000.00	1000.00	  0.00
tr_o2	o2_e  <=> o2_c 		-1000.00	1000.00	  0.00
R10757	dhna_c + all-trans-Polyprenyl diphosphate  <=> co2_c + ppi_c + Demethylmenaquinol 	AC5u0009GL002179	-1000.00	1000.00	  0.00
R00948	atp_c + g1p_c  <=> ppi_c + ADP-glucose 	AC5u0009GL002164 or AC5u0009GL000632	-1000.00	1000.00	  0.00
R03122	h2o_c + Cyclomaltodextrin  <=> Maltodextrin 	AC5u0009GL002111	-1000.00	1000.00	  0.00
R11262	h2o_c + Maltodextrin  <=> malt_c 	AC5u0009GL002111	-1000.00	1000.00	  0.00
R09394	amet_c + gtp_c + AH2  <=> met__L_c + A + (8S)-3',8-Cyclo-7,8-dihydroguanosine 5'-triphosphate + 5'-Deoxyadenosine 	AC5u0009GL001952	-1000.00	1000.00	  0.00
R11372	h2o_c + (8S)-3',8-Cyclo-7,8-dihydroguanosine 5'-triphosphate  <=> ppi_c + cPMP 	AC5u0009GL001950	-1000.00	1000.00	  0.00
R05224 	2 atp_c + 2 gln__L_c + 2 h2o_c + Hydrogenobyrinate  -> 2 adp_c + 2 glu__L_c + 2 pi_c + Hydrogenobyrinate a,c diamide 	AC5u0009GL001901	  0.00	1000.00	  0.00
R05177	Precorrin 8X  -> Hydrogenobyrinate 	AC5u0009GL001899	  0.00	1000.00	  0.00
R07773	amet_c + Cobalt-precorrin 5B  -> ahcys_c + copre6_c 	AC5u0009GL001898	  0.00	1000.00	  0.00
R07775	amet_c + Cobalt-precorrin 7  -> ahcys_c + copre8_c 	AC5u0009GL001897 or AC5u0009GL001896	  0.00	1000.00	  0.00
R07774	amet_c + codhpre6_c  -> ahcys_c + Cobalt-precorrin 7 	AC5u0009GL001897 or AC5u0009GL001896	  0.00	1000.00	  0.00
R05181	amet_c + Precorrin 4  -> ahcys_c + precorrin 5 	AC5u0009GL001895	  0.00	1000.00	  0.00
R07772	h2o_c + Cobalt-precorrin 5A  -> acald_c + Cobalt-precorrin 5B 	AC5u0009GL001894	  0.00	1000.00	  0.00
R05180	amet_c + Precorrin 3B  -> ahcys_c + Precorrin 4 	AC5u0009GL001893	  0.00	1000.00	  0.00
COPRECT2MT	amet_c + m_0001  -> ahcys_c + copre3_c 	AC5u0009GL001889	  0.00	1000.00	  0.00
R03948 	amet_c + Precorrin 2  <=> ahcys_c + h_c + Precorrin 3A 	AC5u0009GL001889	-1000.00	1000.00	  0.00
R02864	fe2_c + shcl_c  -> 2 h_c + Siroheme 	AC5u0009GL001883	  0.00	1000.00	  0.00
R03194	2 amet_c + uppg3_c  -> 2 ahcys_c + Precorrin 2 	AC5u0009GL001883	  0.00	1000.00	  0.00
R03947	nad_c + Precorrin 2  -> h_c + nadh_c + shcl_c 	AC5u0009GL001883	  0.00	1000.00	  0.00
R00066  	2 dmlz_c  <=> 4r5au_c + ribflv_c 	AC5u0009GL001776	-1000.00	1000.00	  0.00
R07262	h2o_c + 1,4-Dihydroxy-2-naphthoyl-CoA  <=> coa_c + dhna_c 	AC5u0009GL001768	-1000.00	1000.00	  0.00
NPHS2	sbzcoa_c  -> h2o_c + 1,4-Dihydroxy-2-naphthoyl-CoA 	AC5u0009GL001767	  0.00	1000.00	  0.00
R07280	5aprbu_c + h2o_c  <=> 4r5au_c + pi_c 	AC5u0009GL001752 or AC5u0009GL000858	-1000.00	1000.00	  0.00
R01074	atp_c + btn_c  <=> ppi_c + Biotinyl-5'-AMP 	AC5u0009GL001601	-1000.00	1000.00	  0.00
R05145 	Apo-[carboxylase] + Biotinyl-5'-AMP  <=> amp_c + Holo-[carboxylase] 	AC5u0009GL001601	-1000.00	1000.00	  0.00
R02295	pi_c + Nicotinate D-ribonucleoside  <=> h_c + nac_c + r1p_c 	AC5u0009GL001505	-1000.00	1000.00	  0.00
R05081	dgdag_LRE_c + Phosphatidylglycerol  <=> dag_LRE_c + Glycerophosphoglycoglycerolipid 	AC5u0009GL001481	-1000.00	1000.00	  0.00
R00830	gly_c + succoa_c  <=> 5aop_c + co2_c + coa_c 	AC5u0009GL001480	-1000.00	1000.00	  0.00
R03966  	2-Hydroxymuconate  <=> gamma-Oxalocrotonate 	AC5u0009GL001477	-1000.00	1000.00	  0.00
R09736 	amet_c + Demethylmenaquinol  <=> ahcys_c + Menaquinol 	AC5u0009GL001463	-1000.00	1000.00	  0.00
R07274	h2s_c + O-Phospho-L-serine  <=> cys__L_c + pi_c 	AC5u0009GL001444 or AC5u0009GL002043	-1000.00	1000.00	  0.00
R08549	akg_c + coa_c + nad_c  -> co2_c + nadh_c + succoa_c 	AC5u0009GL001377	  0.00	1000.00	  0.00
R08572	atp_c + (D)-Glycerate  -> 2pg_c + adp_c 	AC5u0009GL001365	  0.00	1000.00	  0.00
R02323 	h2o_c + Nicotinamide D-ribonucleotide  <=> pi_c + Nicotinamide-beta-riboside 	AC5u0009GL001278	-1000.00	1000.00	  0.00
R03346	h2o_c + nicrnt_c  <=> pi_c + Nicotinate D-ribonucleoside 	AC5u0009GL001278	-1000.00	1000.00	  0.00
R03066	2ahhmp_c + 4abz_c  <=> dhpt_c + h2o_c 	AC5u0009GL001068 or AC5u0009GL000847	-1000.00	1000.00	  0.00
R11073	dhnpt_c  <=> 7,8-Dihydromonapterin 	AC5u0009GL001062	-1000.00	1000.00	  0.00
R11026	nad_c + (R)-5,6-Dihydrothymine  <=> h_c + nadh_c + thym_c 	AC5u0009GL001033 or AC5u0009GL001034	-1000.00	1000.00	  0.00
R02971 	atp_c + Pantetheine  <=> adp_c + pan4p_c 	AC5u0009GL000965	-1000.00	1000.00	  0.00
R04391	atp_c + N-((R)-Pantothenoyl)-L-cysteine  -> adp_c + (R)-4'-Phosphopantothenoyl-L-cysteine 	AC5u0009GL000965	  0.00	1000.00	  0.00
R02135	h2o_c + thmmp_c  <=> pi_c + thm_c 	AC5u0009GL000964 or AC5u0009GL001481 or AC5u0009GL002025 or AC5u0009GL000020	-1000.00	1000.00	  0.00
R04620	ahdt_c + 3 h2o_c  <=> dhnpt_c + 3 pi_c 	AC5u0009GL000964 or AC5u0009GL001481 or AC5u0009GL002025	-1000.00	1000.00	  0.00
R01466	h2o_c + O-Phospho-L-homoserine  -> pi_c + thr__L_c 	AC5u0009GL000903	  0.00	1000.00	  0.00
R01771	atp_c + hom__L_c  <=> adp_c + O-Phospho-L-homoserine 	AC5u0009GL000901	-1000.00	1000.00	  0.00
R07404	air_c + atp_c + hco3_c  -> adp_c + pi_c + 5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole 	AC5u0009GL000900 or AC5u0009GL000325 or AC5u0009GL000899	  0.00	1000.00	  0.00
R07405	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole  <=> 5aizc_c 	AC5u0009GL000900 or AC5u0009GL000325 or AC5u0009GL000899	-1000.00	1000.00	  0.00
R00548 	fmn_c + h2o_c  <=> pi_c + ribflv_c 	AC5u0009GL000858	-1000.00	1000.00	  0.00
R09372 	2 h_c + 2 nadph_c + Methylselenic acid  <=> 2 h2o_c + 2 nadp_c + Methaneselenol 	AC5u0009GL000798 or AC5u0009GL001474 or AC5u0009GL000835 or AC5u0009GL001080	-1000.00	1000.00	  0.00
R00900  	seln_c + 3 h2o_c + 3 nadph_c  <=> 5 h_c + 3 nadp_c + Selenite 	AC5u0009GL000798 or AC5u0009GL001474 or AC5u0009GL000835 or AC5u0009GL001080	-1000.00	1000.00	  0.00
R00418	uacgam_c  <=> UDP-N-acetyl-D-galactosamine 	AC5u0009GL000772	-1000.00	1000.00	  0.00
R01411	h2o_c + 5-Methylcytosine  <=> nh4_c + thym_c 	AC5u0009GL000758 or AC5u0009GL000377	-1000.00	1000.00	  0.00
R04770 	h2o_c + L-Selenomethionine  <=> 2obut_c + nh4_c + Methaneselenol 	AC5u0009GL000727	-1000.00	1000.00	  0.00
R09366  	h2o_c + Se-Methyl-L-selenocysteine  <=> nh4_c + pyr_c + Methaneselenol 	AC5u0009GL000726	-1000.00	1000.00	  0.00
R01908	Oxalyl-CoA  <=> co2_c + Formyl-CoA 	AC5u0009GL000698 or AC5u0009GL000699	-1000.00	1000.00	  0.00
R00261	4abut_c + co2_c  -> glu__L_c 	AC5u0009GL000688 or AC5u0009GL000689	  0.00	1000.00	  0.00
R00489	asp__L_c  <=> co2_c + beta-Alanine 	AC5u0009GL000688 or AC5u0009GL000689	-1000.00	1000.00	  0.00
R02322	h2o_c + Nicotinamide D-ribonucleotide  <=> nh4_c + nicrnt_c 	AC5u0009GL000662 or AC5u0009GL002134	-1000.00	1000.00	  0.00
R00508	h2o_c + 3'-Phosphoadenylyl sulfate  <=> pi_c + Adenylyl sulfate 	AC5u0009GL000653	-1000.00	1000.00	  0.00
R03531	h2o_c + dITP  <=> dimp_c + ppi_c 	AC5u0009GL000642 or AC5u0009GL000848 or AC5u0009GL002154 or AC5u0009GL001067	-1000.00	1000.00	  0.00
R02720	h2o_c + XTP  <=> ppi_c + xmp_c 	AC5u0009GL000642 or AC5u0009GL000848 or AC5u0009GL002154 or AC5u0009GL001067	-1000.00	1000.00	  0.00
R00908	akg_c + beta-Alanine  <=> glu__L_c + 3-Oxopropanoate 	AC5u0009GL000606	-1000.00	1000.00	  0.00
R03530	atp_c + dIDP  <=> adp_c + dITP 	AC5u0009GL000603	-1000.00	1000.00	  0.00
R03409 	gdptp_c + h2o_c  <=> ppgpp_c + pi_c 	AC5u0009GL000600 or AC5u0009GL000771 or AC5u0009GL000769	-1000.00	1000.00	  0.00
R02058	accoa_c + gam6p_c  <=> coa_c + N-Acetyl-D-glucosamine 6-phosphate 	AC5u0009GL000584	-1000.00	1000.00	  0.00
R09365	5mthglu_c + Selenohomocysteine  <=> thglu_c + L-Selenomethionine 	AC5u0009GL000437	-1000.00	1000.00	  0.00
R03013	h2o_c + L-Histidinol phosphate  <=> pi_c + L-Histidinol 	AC5u0009GL000423	-1000.00	1000.00	  0.00
R05835	h2o_c + Glycocholate  <=> gly_c + Cholic acid 	AC5u0009GL000416	-1000.00	1000.00	  0.00
R02797	h2o_c + Taurocholate  <=> Taurine + Cholic acid 	AC5u0009GL000416	-1000.00	1000.00	  0.00
R03975	h2o_c + Glycochenodeoxycholate  <=> gly_c + Chenodeoxycholate 	AC5u0009GL000416	-1000.00	1000.00	  0.00
R03977	h2o_c + Taurochenodeoxycholate  <=> Chenodeoxycholate + Taurine 	AC5u0009GL000416	-1000.00	1000.00	  0.00
R04486	h2o_c + Glycodeoxycholate  <=> gly_c + Deoxycholic acid 	AC5u0009GL000416	-1000.00	1000.00	  0.00
R04487	h2o_c + Taurodeoxycholate  <=> Deoxycholic acid + Taurine 	AC5u0009GL000416	-1000.00	1000.00	  0.00
R04212	adp_c + asntrna_c + glu__L_c + pi_c  <=> atp_c + gln__L_c + h2o_c + L-Aspartyl-tRNA(Asn) 	AC5u0009GL000331 or AC5u0009GL000330 or AC5u0009GL000329	-1000.00	1000.00	  0.00
R01547	atp_c + damp_c  -> adp_c + dadp_c 	AC5u0009GL000309	  0.00	1000.00	  0.00
R11319	thmpp_c  -> amp_c + Thiamin triphosphate 	AC5u0009GL000309	  0.00	1000.00	  0.00
R09395	2 Thiocarboxy-[sulfur-carrier protein] + cPMP  <=> 2 Sulfur-carrier protein + Molybdopterin 	AC5u0009GL000262	-1000.00	1000.00	  0.00
R11581	gtp_c + Molybdoenzyme molybdenum cofactor  <=> ppi_c + Guanylyl molybdenum cofactor 	AC5u0009GL000253	-1000.00	1000.00	  0.00
R09735	Molybdate + Adenylated molybdopterin  <=> amp_c + h2o_c + Molybdoenzyme molybdenum cofactor 	AC5u0009GL000251	-1000.00	1000.00	  0.00
R01395	adp_c + cbp_c  -> atp_c + Carbamate 	AC5u0009GL000143	  0.00	1000.00	  0.00
R12185	hco3_c + nh4_c  -> h2o_c + Carbamate 	AC5u0009GL000143	  0.00	1000.00	  0.00
R01150	2 ala__D_c + atp_c  <=> adp_c + alaala_c + pi_c 	AC5u0009GL000096	-1000.00	1000.00	  0.00
R00137	atp_c + Nicotinamide D-ribonucleotide  <=> nad_c + ppi_c 	AC5u0009GL000090	-1000.00	1000.00	  0.00
R01122	dmpp_c + tRNA adenine  <=> ppi_c + tRNA containing 6-isopentenyladenosine 	AC5u0009GL000058	-1000.00	1000.00	  0.00
R03651	atp_c + glu__L_c + tRNA(Gln)  <=> amp_c + ppi_c + L-Glutamyl-tRNA(Gln) 	AC5u0009GL000056	-1000.00	1000.00	  0.00
R02090	atp_c + dgmp_c  <=> adp_c + dgdp_c 	AC5u0009GL000028	-1000.00	1000.00	  0.00
R00851	glyc3p_c + Acyl-CoA  <=> agly3p_LRE_c + coa_c 	AC5u0009GL000013 or AC5u0009GL001555	-1000.00	1000.00	  0.00
R05227	atp_c + cobalt2_c + h2o_c + Hydrogenobyrinate a,c diamide  -> adp_c + co2dam_c + h_c + pi_c 		  0.00	1000.00	  0.00
R02474	h2o_c + pnto__R_c  <=> pant__R_c + beta-Alanine 		-1000.00	1000.00	  0.00
R09726	atp_c + Molybdopterin  <=> ppi_c + Adenylated molybdopterin 		-1000.00	1000.00	  0.00
R05219	amet_c + precorrin 5  -> ac_c + ahcys_c + Precorrin 6X 		  0.00	1000.00	  0.00
SELM	seln_c  <=> Methaneselenol 		-1000.00	1000.00	  0.00
SELM2	Se-Methyl-L-selenocysteine  <=> scys__L_c 		-1000.00	1000.00	  0.00
R05150	nadp_c + Precorrin 6Y  <=> h_c + nadph_c + Precorrin 6X 		-1000.00	1000.00	  0.00
R05217	h_c + nadh_c + o2_c + Precorrin 3A  -> h2o_c + nad_c + Precorrin 3B 		  0.00	1000.00	  0.00
HL_2H3MPDH	3mop_c + h_c + nadh_c  <=> nad_c + 2 m_0012 	AC5u0009GL000435 or AC5u0009GL000781	-1000.00	1000.00	  0.00
HL_3HAD100	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]  -> h2o_c + m_0008 	AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
HL_3HAD120	3hddacp_c  -> h2o_c + m_0009 	AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
HL_3HAD121	(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]  -> h2o_c + Trans-3-cis-5-dodecenoyl-[acyl-carrier protein] 	AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
HL_3HAD140	(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]  -> h2o_c + m_0011 	AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
HL_3HAD141	(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein]  -> h2o_c + Trans-3-cis-7-myristoleoyl-[acyl-carrier protein] 	AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
HL_3HAD160	R-3-hydroxypalmitoyl-[acyl-carrier protein]  -> h2o_c + m_0010 	AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
HL_3HAD161	(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]  -> h2o_c + Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein] 	AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
HL_3HAD180	(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]  -> h2o_c + Trans-octadec-2-enoyl-[acyl-carrier protein] 	AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
HL_3HAD181	(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]  -> h2o_c + Trans-3-cis-11-vacceoyl-[acyl-carrier protein] 	AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
HL_3HAD40	(3R)-3-Hydroxyacyl-[acyl-carrier protein]  -> but2eACP_c + h2o_c 	AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
HL_3HAD60	(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]  -> h2o_c + Trans-Hex-2-enoyl-[acyl-carrier protein] 	AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
HL_3HAD80	3hocacp_c  -> h2o_c + Trans-Oct-2-enoyl-[acyl-carrier protein] 	AC5u0009GL000225 or AC5u0009GL000233	  0.00	1000.00	  0.00
HL_3OAR100	3oxdeacp_c + h_c + nadph_c  <=> nadp_c + (R)-3-Hydroxydecanoyl-[acyl-carrier protein] 	AC5u0009GL000228	-1000.00	1000.00	  0.00
HL_3OAR120	3oxddacp_c + h_c + nadph_c  <=> 3hddacp_c + nadp_c 	AC5u0009GL000228	-1000.00	1000.00	  0.00
HL_3OAR140	3oxtdacp_c + h_c + nadph_c  <=> nadp_c + (R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] 	AC5u0009GL000228	-1000.00	1000.00	  0.00
HL_3OAR160	h_c + nadph_c + 3-Oxohexadecanoyl-[acyl-carrier protein]  <=> nadp_c + R-3-hydroxypalmitoyl-[acyl-carrier protein] 	AC5u0009GL000228	-1000.00	1000.00	  0.00
HL_3OAR180	h_c + nadph_c + 3-Oxooctadecanoyl-[acyl-carrier protein]  <=> nadp_c + (R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein] 	AC5u0009GL000228	-1000.00	1000.00	  0.00
HL_3OAR181	h_c + nadph_c + 3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein]  -> nadp_c + (R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein] 	AC5u0009GL000228	  0.00	1000.00	  0.00
HL_3OAR40	actACP_c + h_c + nadph_c  <=> nadp_c + (3R)-3-Hydroxyacyl-[acyl-carrier protein] 	AC5u0009GL000228	-1000.00	1000.00	  0.00
HL_3OAR60	3oxhacp_c + h_c + nadph_c  <=> nadp_c + (R)-3-Hydroxyhexanoyl-[acyl-carrier protein] 	AC5u0009GL000228	-1000.00	1000.00	  0.00
HL_3OAR80	3oxocacp_c + h_c + nadph_c  <=> 3hocacp_c + nadp_c 	AC5u0009GL000228	-1000.00	1000.00	  0.00
HL_3OAS120	h_c + malACP_c + Decanoyl-ACP (n-C10:0ACP)  -> 3oxddacp_c + ACP_c + co2_c 	AC5u0009GL000227	  0.00	1000.00	  0.00
HL_3OAS140	ddcaACP_c + h_c + malACP_c  -> 3oxtdacp_c + ACP_c + co2_c 	AC5u0009GL000227	  0.00	1000.00	  0.00
HL_3OAS160	h_c + malACP_c + myrsACP_c  -> ACP_c + co2_c + 3-Oxohexadecanoyl-[acyl-carrier protein] 	AC5u0009GL000227	  0.00	1000.00	  0.00
HL_3OAS180	h_c + malACP_c + palmACP_c  -> ACP_c + co2_c + 3-Oxooctadecanoyl-[acyl-carrier protein] 	AC5u0009GL000227	  0.00	1000.00	  0.00
HL_3OAS181	h_c + hdeACP_c + malACP_c  -> ACP_c + co2_c + 3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein] 	AC5u0009GL000227	  0.00	1000.00	  0.00
HL_ACP1_FMN	fmn_c + h2o_c  -> pi_c + ribflv_c 	AC5u0009GL000581 or AC5u0009GL000093 or AC5u0009GL000858	  0.00	1000.00	  0.00
HL_ADADir	atp_c + dcyt_c  -> adp_c + dcmp_c + h_c 	AC5u0009GL000071	  0.00	1000.00	  0.00
HL_ADK2	amp_c + pppi_c  <=> adp_c + ppi_c 	AC5u0009GL000309	-1000.00	1000.00	  0.00
HL_ADK3	amp_c + gtp_c  <=> adp_c + gdp_c 	AC5u0009GL000309	-1000.00	1000.00	  0.00
HL_ADK4	amp_c + itp_c  -> adp_c + idp_c 	AC5u0009GL000309	  0.00	1000.00	  0.00
HL_ADNK1	adn_c + atp_c  -> adp_c + amp_c + h_c 	AC5u0009GL000309	  0.00	1000.00	  0.00
HL_AIRC2	air_c + atp_c + hco3_c  -> adp_c + h_c + pi_c + 5-phosphoribosyl-5-carboxyaminoimidazole 	AC5u0009GL000899	  0.00	1000.00	  0.00
HL_AIRC3	5aizc_c  <=> 5-phosphoribosyl-5-carboxyaminoimidazole 	AC5u0009GL000900	-1000.00	1000.00	  0.00
HL_ALATA_D2	ala__D_c + pydx5p_c  -> pyam5p_c + pyr_c 	AC5u0009GL000116	  0.00	1000.00	  0.00
HL_ALATA_L2	ala__L_c + pydx5p_c  -> pyam5p_c + pyr_c 	AC5u0009GL000116	  0.00	1000.00	  0.00
HL_AMMQLT8	amet_c + 2-Demethylmenaquinol 8  -> ahcys_c + h_c + Menaquinol 8 	AC5u0009GL001463	  0.00	1000.00	  0.00
HL_AP4AS	2 atp_c + h_c  -> ap4a_c + ppi_c 	AC5u0009GL000390	  0.00	1000.00	  0.00
HL_ARGDI_1	arg__L_c + h2o_c  -> citr__L_c + h_c + nh3_c 	AC5u0009GL000127	  0.00	1000.00	  0.00
HL_ATHRDHr	nadp_c + L-Allo-threonine  <=> h_c + nadph_c + 2aobut_c 	AC5u0009GL001259	-1000.00	1000.00	  0.00
HL_CYSDS	cys__L_c + h2o_c  -> h2s_c + nh4_c + pyr_c 	AC5u0009GL000726	  0.00	1000.00	  0.00
HL_CYTDH	cytd_c + h2o_c  -> csn_c + rib__D_c 	AC5u0009GL001662 or AC5u0009GL001778 or AC5u0009GL001662 or AC5u0009GL001778 or AC5u0009GL001662 or AC5u0009GL001778	  0.00	1000.00	  0.00
HL_DALAt2r	h_e + m_0003  <=> ala__D_c + h_c 	AC5u0009GL001042 or AC5u0009GL001664 or AC5u0009GL001042 or AC5u0009GL001664	-1000.00	1000.00	  0.00
HL_DCMPDA_1	dcmp_c + h2o_c  -> dump_c + nh3_c 	AC5u0009GL001387	  0.00	1000.00	  0.00
HL_DHNAOT_1	dhna_c + nad_c + All-trans-Octaprenyl diphosphate  -> 2dmmq8_c + co2_c + nadh_c + ppi_c 	AC5u0009GL002179	  0.00	1000.00	  0.00
HL_DHORDi	dhor__S_c + o2_c  <=> orot_c + h2o2_c 	AC5u0009GL001495	-1000.00	1000.00	  0.00
HL_DHPPDA2	h2o_c + h_c + 2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate  -> 5apru_c + nh4_c 	AC5u0009GL001777	  0.00	1000.00	  0.00
HL_DHPS2	4abz_c + 6-hydroxymethyl-dihydropterin pyrophosphate  -> dhpt_c + ppi_c 	AC5u0009GL000847 or AC5u0009GL001068	  0.00	1000.00	  0.00
HL_DSERDHr	nadp_c + D-Serine  <=> h_c + nadph_c + 2-Aminomalonate semialdehyde 	AC5u0009GL001259	-1000.00	1000.00	  0.00
HL_DSERt2	h_e + m_0004  <=> h_c + D-Serine 	AC5u0009GL001042 or AC5u0009GL001664	-1000.00	1000.00	  0.00
HL_DURADx	56dura_c + nad_c  <=> h_c + nadh_c + ura_c 	AC5u0009GL001034 and AC5u0009GL001033	-1000.00	1000.00	  0.00
HL_EAR100x	h_c + nadh_c + m_0008  -> nad_c + Decanoyl-ACP (n-C10:0ACP) 	AC5u0009GL000221	  0.00	1000.00	  0.00
HL_EAR100y	h_c + nadph_c + m_0008  -> nadp_c + Decanoyl-ACP (n-C10:0ACP) 	AC5u0009GL000221	  0.00	1000.00	  0.00
HL_EAR120x	h_c + nadh_c + m_0009  -> ddcaACP_c + nad_c 	AC5u0009GL000221	  0.00	1000.00	  0.00
HL_EAR120y	h_c + nadph_c + m_0009  -> ddcaACP_c + nadp_c 	AC5u0009GL000221	  0.00	1000.00	  0.00
HL_EAR121x	h_c + nadh_c + Trans-3-cis-5-dodecenoyl-[acyl-carrier protein]  -> nad_c + Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1) 	AC5u0009GL000221	  0.00	1000.00	  0.00
HL_EAR121y	h_c + nadph_c + Trans-3-cis-5-dodecenoyl-[acyl-carrier protein]  -> nadp_c + Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1) 	AC5u0009GL000221	  0.00	1000.00	  0.00
HL_EAR140x	h_c + nadh_c + m_0011  -> myrsACP_c + nad_c 	AC5u0009GL000221	  0.00	1000.00	  0.00
HL_EAR140y	h_c + nadph_c + m_0011  -> myrsACP_c + nadp_c 	AC5u0009GL000221	  0.00	1000.00	  0.00
HL_EAR141x	h_c + nadh_c + Trans-3-cis-7-myristoleoyl-[acyl-carrier protein]  -> nad_c + tdeACP_c 	AC5u0009GL000221	  0.00	1000.00	  0.00
HL_EAR141y	h_c + nadph_c + Trans-3-cis-7-myristoleoyl-[acyl-carrier protein]  -> nadp_c + tdeACP_c 	AC5u0009GL000221	  0.00	1000.00	  0.00
HL_EAR160x	h_c + nadh_c + m_0010  -> nad_c + palmACP_c 	AC5u0009GL000221	  0.00	1000.00	  0.00
HL_EAR160y	h_c + nadph_c + m_0010  -> nadp_c + palmACP_c 	AC5u0009GL000221	  0.00	1000.00	  0.00
HL_EAR161x	h_c + nadh_c + Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein]  -> hdeACP_c + nad_c 	AC5u0009GL000221	  0.00	1000.00	  0.00
HL_EAR161y	h_c + nadph_c + Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein]  -> hdeACP_c + nadp_c 	AC5u0009GL000221	  0.00	1000.00	  0.00
HL_EAR180x	h_c + nadh_c + Trans-octadec-2-enoyl-[acyl-carrier protein]  -> nad_c + ocdcaACP_c 	AC5u0009GL000221	  0.00	1000.00	  0.00
